id,order,family,subfamily,genus,specificEpithet,scientificName,habitat,traitName,traitValue,traitAssignmentLevelHabitat,traitAssignmentLevelAdultDiet,traitAssignmentLevelLarvalDiet,notes,basisOfRecord,referenceNumber,references
627,Diptera,Mycetophilidae,,Mycetophila,caudata,Mycetophila caudata,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Found in wood-growing fungi.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | Boletina dispectoides sp.n. and six other species of fungus gnats (Diptera: Mycetophilidae) new to Finland (https://doi.org/10.33338/ef.84401) | The Mycetophila ruficollis Meigen (Diptera, Mycetophilidae) group in Europe: elucidating species delimitation with COI and ITS2 sequence data (https://doi.org/10.3897/zookeys.508.9814)"
628,Diptera,Mycetophilidae,,Mycetophila,cruciator,Mycetophila cruciator,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Found in wood-growing fungi.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | Boletina dispectoides sp.n. and six other species of fungus gnats (Diptera: Mycetophilidae) new to Finland (https://doi.org/10.33338/ef.84401) | The Mycetophila ruficollis Meigen (Diptera, Mycetophilidae) group in Europe: elucidating species delimitation with COI and ITS2 sequence data (https://doi.org/10.3897/zookeys.508.9814)"
629,Diptera,Mycetophilidae,,Mycetophila,fungorum,Mycetophila fungorum,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Found in wood-growing fungi.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | Boletina dispectoides sp.n. and six other species of fungus gnats (Diptera: Mycetophilidae) new to Finland (https://doi.org/10.33338/ef.84401) | The Mycetophila ruficollis Meigen (Diptera, Mycetophilidae) group in Europe: elucidating species delimitation with COI and ITS2 sequence data (https://doi.org/10.3897/zookeys.508.9814)"
630,Diptera,Mycetophilidae,,Mycetophila,luctuosa,Mycetophila luctuosa,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Found in wood-growing fungi.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | Boletina dispectoides sp.n. and six other species of fungus gnats (Diptera: Mycetophilidae) new to Finland (https://doi.org/10.33338/ef.84401) | The Mycetophila ruficollis Meigen (Diptera, Mycetophilidae) group in Europe: elucidating species delimitation with COI and ITS2 sequence data (https://doi.org/10.3897/zookeys.508.9814)"
631,Diptera,Mycetophilidae,,Mycetophila,ocellus,Mycetophila ocellus,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Found in wood-growing fungi.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | Boletina dispectoides sp.n. and six other species of fungus gnats (Diptera: Mycetophilidae) new to Finland (https://doi.org/10.33338/ef.84401) | The Mycetophila ruficollis Meigen (Diptera, Mycetophilidae) group in Europe: elucidating species delimitation with COI and ITS2 sequence data (https://doi.org/10.3897/zookeys.508.9814)"
632,Diptera,Mycetophilidae,,Mycetophila,perpallida,Mycetophila perpallida,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Found in wood-growing fungi.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | Boletina dispectoides sp.n. and six other species of fungus gnats (Diptera: Mycetophilidae) new to Finland (https://doi.org/10.33338/ef.84401) | The Mycetophila ruficollis Meigen (Diptera, Mycetophilidae) group in Europe: elucidating species delimitation with COI and ITS2 sequence data (https://doi.org/10.3897/zookeys.508.9814)"
633,Diptera,Mycetophilidae,,Mycetophila,sordida,Mycetophila sordida,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Found in wood-growing fungi.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | Boletina dispectoides sp.n. and six other species of fungus gnats (Diptera: Mycetophilidae) new to Finland (https://doi.org/10.33338/ef.84401) | The Mycetophila ruficollis Meigen (Diptera, Mycetophilidae) group in Europe: elucidating species delimitation with COI and ITS2 sequence data (https://doi.org/10.3897/zookeys.508.9814)"
634,Diptera,Mycetophilidae,,Mycetophila,stricklandi,Mycetophila stricklandi,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Found in wood-growing fungi.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | Boletina dispectoides sp.n. and six other species of fungus gnats (Diptera: Mycetophilidae) new to Finland (https://doi.org/10.33338/ef.84401) | The Mycetophila ruficollis Meigen (Diptera, Mycetophilidae) group in Europe: elucidating species delimitation with COI and ITS2 sequence data (https://doi.org/10.3897/zookeys.508.9814)"
635,Diptera,Mycetophilidae,,Mycomya,maculata,Mycomya maculata,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Observed on fungi.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | First studies on Patagonian immature Mycetophilidae: description of the larva and pupa, redescription and comments on the biology of Mycomya chilensis (https://doi.org/10.1016/j.rmb.2017.10.022)"
636,Diptera,Mycetophilidae,,Mycomya,nitida,Mycomya nitida,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Observed on fungi.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | First studies on Patagonian immature Mycetophilidae: description of the larva and pupa, redescription and comments on the biology of Mycomya chilensis (https://doi.org/10.1016/j.rmb.2017.10.022)"
637,Diptera,Mycetophilidae,,Mycomya,shermani,Mycomya shermani,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Observed on fungi.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | First studies on Patagonian immature Mycetophilidae: description of the larva and pupa, redescription and comments on the biology of Mycomya chilensis (https://doi.org/10.1016/j.rmb.2017.10.022)"
638,Diptera,Mycetophilidae,,Phronia,cinerascens,Phronia cinerascens,Terrestrial,larvalDiet,Mycophagous,Family,Family,Family,"Found in undergrowth of woods on fungi, dead wood and bark. Found in forests, grasslands and wetlands. Feed on honeydew.",MaterialCitation,3,Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134)
639,Diptera,Mycetophilidae,,Phronia,egregia,Phronia egregia,Terrestrial,larvalDiet,Mycophagous,Family,Family,Family,"Found in undergrowth of woods on fungi, dead wood and bark. Found in forests, grasslands and wetlands. Feed on honeydew.",MaterialCitation,3,Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134)
640,Diptera,Mycetophilidae,,Phronia,exigua,Phronia exigua,Terrestrial,larvalDiet,Mycophagous,Family,Family,Family,"Found in undergrowth of woods on fungi, dead wood and bark. Found in forests, grasslands and wetlands. Feed on honeydew.",MaterialCitation,3,Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134)
641,Diptera,Mycetophilidae,,Phronia,tenuis,Phronia tenuis,Terrestrial,larvalDiet,Mycophagous,Family,Family,Family,"Found in undergrowth of woods on fungi, dead wood and bark. Found in forests, grasslands and wetlands. Feed on honeydew.",MaterialCitation,3,Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134)
642,Diptera,Mycetophilidae,,Rondaniella,dimidiata,Rondaniella dimidiata,Terrestrial,larvalDiet,Mycophagous,Family,Family,Family,"Found in undergrowth of woods on fungi, dead wood and bark. Found in forests, grasslands and wetlands. Feed on honeydew.",MaterialCitation,3,Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134)
643,Diptera,Mycetophilidae,,Rymosia,lacki,Rymosia lacki,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Family,Associated with fruiting bodies of fungi.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | On the identity and distribution of the rare Rymosia tolleti Burghele-Balacesco, 1965 (Diptera, Mycetophilidae) encountered in European caves (https://doi.org/10.15560/19.3.381)"
644,Diptera,Mycetophilidae,,Saigusaia,cincta,Saigusaia cincta,Terrestrial,larvalDiet,Mycophagous,Family,Family,Family,"Found in undergrowth of woods on fungi, dead wood and bark. Found in forests, grasslands and wetlands. Feed on honeydew.",MaterialCitation,3,Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134)
645,Diptera,Mycetophilidae,,Sciophila,bicuspidata,Sciophila bicuspidata,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Feed on spores. Found around base of plants.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | Boletina dispectoides sp.n. and six other species of fungus gnats (Diptera: Mycetophilidae) new to Finland (https://doi.org/10.33338/ef.84401) | Further interceptions of the Neotropical fungus gnat Sciophila fractinervis Edwards, 1940 (Diptera, Mycetophilidae) in Britain with comments and observations on its biology and spread (https://doi.org/10.3897/BDJ.10.e94812)"
646,Diptera,Mycetophilidae,,Sciophila,exserta,Sciophila exserta,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Feed on spores. Found around base of plants.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | Boletina dispectoides sp.n. and six other species of fungus gnats (Diptera: Mycetophilidae) new to Finland (https://doi.org/10.33338/ef.84401) | Further interceptions of the Neotropical fungus gnat Sciophila fractinervis Edwards, 1940 (Diptera, Mycetophilidae) in Britain with comments and observations on its biology and spread (https://doi.org/10.3897/BDJ.10.e94812)"
647,Diptera,Mycetophilidae,,Sciophila,hirta,Sciophila hirta,Terrestrial,larvalDiet,Mycophagous,Genus,Family,Genus,Feed on spores. Found around base of plants.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134) | Boletina dispectoides sp.n. and six other species of fungus gnats (Diptera: Mycetophilidae) new to Finland (https://doi.org/10.33338/ef.84401) | Further interceptions of the Neotropical fungus gnat Sciophila fractinervis Edwards, 1940 (Diptera, Mycetophilidae) in Britain with comments and observations on its biology and spread (https://doi.org/10.3897/BDJ.10.e94812)"
648,Diptera,Mycetophilidae,,Zygomyia,pictipennis,Zygomyia pictipennis,Terrestrial,larvalDiet,Mycophagous,Family,Family,Family,"Found in undergrowth of woods on fungi, dead wood and bark. Found in forests, grasslands and wetlands. Feed on honeydew.",MaterialCitation,3,Manual of Nearctic Diptera | The Diptera families of British Columbia | Revision of the Exechia parva group (Diptera: Mycetophilidae) (https://doi.org/10.3897/BDJ.9.e67134)
649,Diptera,Opomyzidae,,Geomyza,tripunctata,Geomyza tripunctata,Terrestrial,larvalDiet,Leaf/Root/Stem Feeding,Species,Family,Species,Develop in grasses.,MaterialCitation,6,"Manual of Nearctic Diptera | The Diptera families of British Columbia | The fauna of the opomyzoid families Clusiidae, Acartophthalmidae, Anthomyzidae, Opomyzidae, Stenomicridae, Periscelididae, Asteiidae (Diptera) in the Gemer area (Central Slovakia) (https://doi.org/10.2478/v10210-012-0011-5) | Plant Parasites of Europe (https://bladmineerders.nl/) | On the bionomics and structure of some Dipterous larvae infesting cereals and grasses (https://doi.org/10.1111/j.1744-7348.1938.tb04356.x) | The North American Species of the Family Opomyzidae (Diptera : Acalypterae) (https://doi.org/10.4039/Ent93503-7)"
650,Diptera,Oestridae,,Hypoderma,tarandi,Hypoderma tarandi,Terrestrial,larvalDiet,Parasitic,Species,Family,Species,Attacks caribou.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Confirming Hypoderma tarandi(Diptera: Oestridae) human ophthalmomyiasis by larval DNA barcoding (http://doi.org/10.2478/s11686-014-0242-2) | The family Oestridae in Egypt and Saudi Arabia (Diptera, Oestroidea) (https://doi.org/10.3897/zookeys.947.52317) | The oestrid flies: biology, host-parasite relationships, impact and management (https://doi.org/10.1079/9780851996844.0000)"
651,Diptera,Pediciidae,,Ula,sylvatica,Ula sylvatica,Terrestrial,larvalDiet,Saprophagous,Species,Family,Genus,Develops in fungi.,MaterialCitation,3,"New Data on the Larval Morphology of Limoniid Flies of the Genus Ula (Diptera, Pediciidae) (https://doi.org/10.1134/S001387381104004X) | The InBIO Barcoding Initiative Database: DNA barcodes of Portuguese Diptera 02 - Limoniidae, Pediciidae and Tipulidae (https://doi.org/10.3897/BDJ.9.e69841) | Contribution to the Knowledge of Cylindrotomidae, Pediciidae and Tipulidae (Diptera: Tipuloidea): First Records of 86 Species from Various European Countries (https://doi.org/10.3390/d15030336)"
652,Diptera,Phoridae,,Diplonevra,nitidula,Diplonevra nitidula,Terrestrial,larvalDiet,Saprophagous,Family,Family,Genus,Some larvae are parasitoids.,MaterialCitation,4,"Manual of Nearctic Diptera | Diptera as predators and parasitoids of terrestrial gastropods, with emphasis on Phoridae, Calliphoridae, Sarcophagidae, Muscidae and Fanniidae (https://doi.org/10.1079/9780851993195.0085) | The Diptera families of British Columbia | Family Phoridae (http://doi.org/10.11646/zootaxa.4122.1.37)"
653,Diptera,Phoridae,,Gymnophora,luteiventris,Gymnophora luteiventris,Terrestrial,larvalDiet,Saprophagous,Family,Family,Genus,,MaterialCitation,4,"Manual of Nearctic Diptera | Diptera as predators and parasitoids of terrestrial gastropods, with emphasis on Phoridae, Calliphoridae, Sarcophagidae, Muscidae and Fanniidae (https://doi.org/10.1079/9780851993195.0085) | The Diptera families of British Columbia | Family Phoridae (http://doi.org/10.11646/zootaxa.4122.1.37)"
654,Diptera,Phoridae,,Gymnophora,luteiventris,Gymnophora luteiventris,Terrestrial,larvalDiet,Saprophagous,Family,Family,Genus,,MaterialCitation,4,"Manual of Nearctic Diptera | Diptera as predators and parasitoids of terrestrial gastropods, with emphasis on Phoridae, Calliphoridae, Sarcophagidae, Muscidae and Fanniidae (https://doi.org/10.1079/9780851993195.0085) | The Diptera families of British Columbia | Family Phoridae (http://doi.org/10.11646/zootaxa.4122.1.37)"
655,Diptera,Phoridae,,Lecanocerus,compressiceps,Lecanocerus compressiceps,Terrestrial,larvalDiet,Parasitoid,Family,Family,Family,"Found in dung and decaying material. Larvae can also be saprophagous, predatory, mycophagous, or plant feeding.",MaterialCitation,4,"Manual of Nearctic Diptera | Diptera as predators and parasitoids of terrestrial gastropods, with emphasis on Phoridae, Calliphoridae, Sarcophagidae, Muscidae and Fanniidae (https://doi.org/10.1079/9780851993195.0085) | The Diptera families of British Columbia | Family Phoridae (http://doi.org/10.11646/zootaxa.4122.1.37)"
656,Diptera,Phoridae,,Megaselia,agarici,Megaselia agarici,Terrestrial,larvalDiet,Saprophagous,Genus,Genus,Genus,"A very diverse genus. Some larvae are plant feeding, predaceous, parasitic, mycophagous or kleptoparasitic. Biology of many species is unknown. Some feed on frog eggs. Found in a wide range of habitats such as grasslands and floodplains. Many are close to water.",MaterialCitation,9,"Plant Parasites of Europe (https://bladmineerders.nl/) | Diptera as predators and parasitoids of terrestrial gastropods, with emphasis on Phoridae, Calliphoridae, Sarcophagidae, Muscidae and Fanniidae (https://doi.org/10.1079/9780851993195.0085) | Taxonomy and First Records of Two Megaselia Rondani Species (Diptera: Phoridae) Preying upon Eggs of Phyllomedusa iheringii Boulenger (Anura: Phyllomedusidae) (http://doi.org/10.1007/s13744-016-0462-2) | An unusually rich scuttle fly fauna (Diptera, Phoridae) from north of the Arctic Circle in the Kola Peninsula, N. W. Russia (https://doi.org/10.3897/zookeys.342.5772) | Natural History of the Scuttle Fly, Megaselia scalaris (https://doi.org/10.1146/annurev.ento.53.103106.093415) | Biology of Mushroom Phorid Flies, Megaselia halterata (Diptera: Phoridae): Effects of Temperature, Humidity, Crowding, and Compost Stage (https://doi.org/10.1093/ee/nvaa142) | Some observations on the reproductive biology of the scuttle fly Megaselia andrenae (Diptera: Phoridae) at the nesting site of its host Andrena agilissima (Hymenoptera: Andrenidae) (https://doi.org/10.14411/eje.2004.045) | Mystery mushroom malingerers: Megaselia marquezi Hartop et al. 2015 (Diptera: Phoridae) (https://doi.org/10.3897/BDJ.5.e15052) | A new white-spotted Megaselia Rondani (Diptera: Phoridae) from western North America (https://doi.org/10.3897/BDJ.7.e34310)"
657,Diptera,Phoridae,,Megaselia,arcticae,Megaselia arcticae,Terrestrial,larvalDiet,Saprophagous,Genus,Genus,Genus,"A very diverse genus. Some larvae are plant feeding, predaceous, parasitic, mycophagous or kleptoparasitic. Biology of many species is unknown. Some feed on frog eggs. Found in a wide range of habitats such as grasslands and floodplains. Many are close to water.",MaterialCitation,9,"Plant Parasites of Europe (https://bladmineerders.nl/) | Diptera as predators and parasitoids of terrestrial gastropods, with emphasis on Phoridae, Calliphoridae, Sarcophagidae, Muscidae and Fanniidae (https://doi.org/10.1079/9780851993195.0085) | Taxonomy and First Records of Two Megaselia Rondani Species (Diptera: Phoridae) Preying upon Eggs of Phyllomedusa iheringii Boulenger (Anura: Phyllomedusidae) (http://doi.org/10.1007/s13744-016-0462-2) | An unusually rich scuttle fly fauna (Diptera, Phoridae) from north of the Arctic Circle in the Kola Peninsula, N. W. Russia (https://doi.org/10.3897/zookeys.342.5772) | Natural History of the Scuttle Fly, Megaselia scalaris (https://doi.org/10.1146/annurev.ento.53.103106.093415) | Biology of Mushroom Phorid Flies, Megaselia halterata (Diptera: Phoridae): Effects of Temperature, Humidity, Crowding, and Compost Stage (https://doi.org/10.1093/ee/nvaa142) | Some observations on the reproductive biology of the scuttle fly Megaselia andrenae (Diptera: Phoridae) at the nesting site of its host Andrena agilissima (Hymenoptera: Andrenidae) (https://doi.org/10.14411/eje.2004.045) | Mystery mushroom malingerers: Megaselia marquezi Hartop et al. 2015 (Diptera: Phoridae) (https://doi.org/10.3897/BDJ.5.e15052) | A new white-spotted Megaselia Rondani (Diptera: Phoridae) from western North America (https://doi.org/10.3897/BDJ.7.e34310)"
658,Diptera,Phoridae,,Megaselia,aristalis,Megaselia aristalis,Terrestrial,larvalDiet,Saprophagous,Genus,Genus,Genus,"A very diverse genus. Some larvae are plant feeding, predaceous, parasitic, mycophagous or kleptoparasitic. Biology of many species is unknown. Some feed on frog eggs. Found in a wide range of habitats such as grasslands and floodplains. Many are close to water.",MaterialCitation,9,"Plant Parasites of Europe (https://bladmineerders.nl/) | Diptera as predators and parasitoids of terrestrial gastropods, with emphasis on Phoridae, Calliphoridae, Sarcophagidae, Muscidae and Fanniidae (https://doi.org/10.1079/9780851993195.0085) | Taxonomy and First Records of Two Megaselia Rondani Species (Diptera: Phoridae) Preying upon Eggs of Phyllomedusa iheringii Boulenger (Anura: Phyllomedusidae) (http://doi.org/10.1007/s13744-016-0462-2) | An unusually rich scuttle fly fauna (Diptera, Phoridae) from north of the Arctic Circle in the Kola Peninsula, N. W. Russia (https://doi.org/10.3897/zookeys.342.5772) | Natural History of the Scuttle Fly, Megaselia scalaris (https://doi.org/10.1146/annurev.ento.53.103106.093415) | Biology of Mushroom Phorid Flies, Megaselia halterata (Diptera: Phoridae): Effects of Temperature, Humidity, Crowding, and Compost Stage (https://doi.org/10.1093/ee/nvaa142) | Some observations on the reproductive biology of the scuttle fly Megaselia andrenae (Diptera: Phoridae) at the nesting site of its host Andrena agilissima (Hymenoptera: Andrenidae) (https://doi.org/10.14411/eje.2004.045) | Mystery mushroom malingerers: Megaselia marquezi Hartop et al. 2015 (Diptera: Phoridae) (https://doi.org/10.3897/BDJ.5.e15052) | A new white-spotted Megaselia Rondani (Diptera: Phoridae) from western North America (https://doi.org/10.3897/BDJ.7.e34310)"
659,Diptera,Phoridae,,Megaselia,arizonensis,Megaselia arizonensis,Terrestrial,larvalDiet,Saprophagous,Genus,Genus,Genus,"A very diverse genus. Some larvae are plant feeding, predaceous, parasitic, mycophagous or kleptoparasitic. Biology of many species is unknown. Some feed on frog eggs. Found in a wide range of habitats such as grasslands and floodplains. Many are close to water.",MaterialCitation,9,"Plant Parasites of Europe (https://bladmineerders.nl/) | Diptera as predators and parasitoids of terrestrial gastropods, with emphasis on Phoridae, Calliphoridae, Sarcophagidae, Muscidae and Fanniidae (https://doi.org/10.1079/9780851993195.0085) | Taxonomy and First Records of Two Megaselia Rondani Species (Diptera: Phoridae) Preying upon Eggs of Phyllomedusa iheringii Boulenger (Anura: Phyllomedusidae) (http://doi.org/10.1007/s13744-016-0462-2) | An unusually rich scuttle fly fauna (Diptera, Phoridae) from north of the Arctic Circle in the Kola Peninsula, N. W. Russia (https://doi.org/10.3897/zookeys.342.5772) | Natural History of the Scuttle Fly, Megaselia scalaris (https://doi.org/10.1146/annurev.ento.53.103106.093415) | Biology of Mushroom Phorid Flies, Megaselia halterata (Diptera: Phoridae): Effects of Temperature, Humidity, Crowding, and Compost Stage (https://doi.org/10.1093/ee/nvaa142) | Some observations on the reproductive biology of the scuttle fly Megaselia andrenae (Diptera: Phoridae) at the nesting site of its host Andrena agilissima (Hymenoptera: Andrenidae) (https://doi.org/10.14411/eje.2004.045) | Mystery mushroom malingerers: Megaselia marquezi Hartop et al. 2015 (Diptera: Phoridae) (https://doi.org/10.3897/BDJ.5.e15052) | A new white-spotted Megaselia Rondani (Diptera: Phoridae) from western North America (https://doi.org/10.3897/BDJ.7.e34310)"
660,Diptera,Phoridae,,Megaselia,atrox,Megaselia atrox,Terrestrial,larvalDiet,Saprophagous,Genus,Genus,Genus,"A very diverse genus. Some larvae are plant feeding, predaceous, parasitic, mycophagous or kleptoparasitic. Biology of many species is unknown. Some feed on frog eggs. Found in a wide range of habitats such as grasslands and floodplains. Many are close to water.",MaterialCitation,9,"Plant Parasites of Europe (https://bladmineerders.nl/) | Diptera as predators and parasitoids of terrestrial gastropods, with emphasis on Phoridae, Calliphoridae, Sarcophagidae, Muscidae and Fanniidae (https://doi.org/10.1079/9780851993195.0085) | Taxonomy and First Records of Two Megaselia Rondani Species (Diptera: Phoridae) Preying upon Eggs of Phyllomedusa iheringii Boulenger (Anura: Phyllomedusidae) (http://doi.org/10.1007/s13744-016-0462-2) | An unusually rich scuttle fly fauna (Diptera, Phoridae) from north of the Arctic Circle in the Kola Peninsula, N. W. Russia (https://doi.org/10.3897/zookeys.342.5772) | Natural History of the Scuttle Fly, Megaselia scalaris (https://doi.org/10.1146/annurev.ento.53.103106.093415) | Biology of Mushroom Phorid Flies, Megaselia halterata (Diptera: Phoridae): Effects of Temperature, Humidity, Crowding, and Compost Stage (https://doi.org/10.1093/ee/nvaa142) | Some observations on the reproductive biology of the scuttle fly Megaselia andrenae (Diptera: Phoridae) at the nesting site of its host Andrena agilissima (Hymenoptera: Andrenidae) (https://doi.org/10.14411/eje.2004.045) | Mystery mushroom malingerers: Megaselia marquezi Hartop et al. 2015 (Diptera: Phoridae) (https://doi.org/10.3897/BDJ.5.e15052) | A new white-spotted Megaselia Rondani (Diptera: Phoridae) from western North America (https://doi.org/10.3897/BDJ.7.e34310)"
661,Diptera,Phoridae,,Megaselia,berndseni,Megaselia berndseni,Terrestrial,larvalDiet,Saprophagous,Genus,Genus,Genus,"A very diverse genus. Some larvae are plant feeding, predaceous, parasitic, mycophagous or kleptoparasitic. Biology of many species is unknown. Some feed on frog eggs. Found in a wide range of habitats such as grasslands and floodplains. Many are close to water.",MaterialCitation,9,"Plant Parasites of Europe (https://bladmineerders.nl/) | Diptera as predators and parasitoids of terrestrial gastropods, with emphasis on Phoridae, Calliphoridae, Sarcophagidae, Muscidae and Fanniidae (https://doi.org/10.1079/9780851993195.0085) | Taxonomy and First Records of Two Megaselia Rondani Species (Diptera: Phoridae) Preying upon Eggs of Phyllomedusa iheringii Boulenger (Anura: Phyllomedusidae) (http://doi.org/10.1007/s13744-016-0462-2) | An unusually rich scuttle fly fauna (Diptera, Phoridae) from north of the Arctic Circle in the Kola Peninsula, N. W. Russia (https://doi.org/10.3897/zookeys.342.5772) | Natural History of the Scuttle Fly, Megaselia scalaris (https://doi.org/10.1146/annurev.ento.53.103106.093415) | Biology of Mushroom Phorid Flies, Megaselia halterata (Diptera: Phoridae): Effects of Temperature, Humidity, Crowding, and Compost Stage (https://doi.org/10.1093/ee/nvaa142) | Some observations on the reproductive biology of the scuttle fly Megaselia andrenae (Diptera: Phoridae) at the nesting site of its host Andrena agilissima (Hymenoptera: Andrenidae) (https://doi.org/10.14411/eje.2004.045) | Mystery mushroom malingerers: Megaselia marquezi Hartop et al. 2015 (Diptera: Phoridae) (https://doi.org/10.3897/BDJ.5.e15052) | A new white-spotted Megaselia Rondani (Diptera: Phoridae) from western North America (https://doi.org/10.3897/BDJ.7.e34310)"
662,Diptera,Phoridae,,Megaselia,cirriventris,Megaselia cirriventris,Terrestrial,larvalDiet,Saprophagous,Genus,Genus,Genus,"A very diverse genus. Some larvae are plant feeding, predaceous, parasitic, mycophagous or kleptoparasitic. Biology of many species is unknown. Some feed on frog eggs. Found in a wide range of habitats such as grasslands and floodplains. Many are close to water.",MaterialCitation,9,"Plant Parasites of Europe (https://bladmineerders.nl/) | Diptera as predators and parasitoids of terrestrial gastropods, with emphasis on Phoridae, Calliphoridae, Sarcophagidae, Muscidae and Fanniidae (https://doi.org/10.1079/9780851993195.0085) | Taxonomy and First Records of Two Megaselia Rondani Species (Diptera: Phoridae) Preying upon Eggs of Phyllomedusa iheringii Boulenger (Anura: Phyllomedusidae) (http://doi.org/10.1007/s13744-016-0462-2) | An unusually rich scuttle fly fauna (Diptera, Phoridae) from north of the Arctic Circle in the Kola Peninsula, N. W. Russia (https://doi.org/10.3897/zookeys.342.5772) | Natural History of the Scuttle Fly, Megaselia scalaris (https://doi.org/10.1146/annurev.ento.53.103106.093415) | Biology of Mushroom Phorid Flies, Megaselia halterata (Diptera: Phoridae): Effects of Temperature, Humidity, Crowding, and Compost Stage (https://doi.org/10.1093/ee/nvaa142) | Some observations on the reproductive biology of the scuttle fly Megaselia andrenae (Diptera: Phoridae) at the nesting site of its host Andrena agilissima (Hymenoptera: Andrenidae) (https://doi.org/10.14411/eje.2004.045) | Mystery mushroom malingerers: Megaselia marquezi Hartop et al. 2015 (Diptera: Phoridae) (https://doi.org/10.3897/BDJ.5.e15052) | A new white-spotted Megaselia Rondani (Diptera: Phoridae) from western North America (https://doi.org/10.3897/BDJ.7.e34310)"
