Family ,Subfamily,Genus ,Species,Habitat,Adult_Diet,Larval_Diet ,Assignment_Level,Number_of_References,Reference_title_1,Reference_DOI_1,Reference_title_2,Reference_DOI_2,Reference_title_3,Reference_DOI_3,Reference_title_4,Reference_DOI_4,Reference_title_5,Reference_DOI_5,Reference_title_6,Reference_DOI_6,Reference_title_7,Reference_DOI_7,Reference_title_8,Reference_DOI_8,Reference_title_9,Reference_DOI_9,Reference_title_10,Reference_DOI_10,Reference_title_11,Reference_DOI_11,Reference_title_12,Reference_DOI_12
Pipunculidae,,Dorylomorpha,Dorylomorpha borealis,Terrestrial,Phytophagous,Parasitoid,Family,2,"Biology and Prevalence in Northern Italy of Verrallia aucta (Diptera, Pipunculidae), a Parasitoid of Philaenus spumarius (Hemiptera, Aphrophoridae), the Main Vector of Xylella fastidiosa in Europe",10.3390/insects11090607,Checklist of the family Pipunculidae (Diptera) of Finland,10.3897/zookeys.441.7278,,,,,,,,,,,,,,,,,,,,
Pipunculidae,,Dorylomorpha,Dorylomorpha simplex,Terrestrial,Phytophagous,Parasitoid,Family,2,"Biology and Prevalence in Northern Italy of Verrallia aucta (Diptera, Pipunculidae), a Parasitoid of Philaenus spumarius (Hemiptera, Aphrophoridae), the Main Vector of Xylella fastidiosa in Europe",10.3390/insects11090607,Checklist of the family Pipunculidae (Diptera) of Finland,10.3897/zookeys.441.7278,,,,,,,,,,,,,,,,,,,,
Pipunculidae,,Eudorylas,,Terrestrial,Phytophagous,Parasitoid,Family,2,"Biology and Prevalence in Northern Italy of Verrallia aucta (Diptera, Pipunculidae), a Parasitoid of Philaenus spumarius (Hemiptera, Aphrophoridae), the Main Vector of Xylella fastidiosa in Europe",10.3390/insects11090607,Checklist of the family Pipunculidae (Diptera) of Finland,10.3897/zookeys.441.7278,,,,,,,,,,,,,,,,,,,,
Pipunculidae,,Eudorylas,Eudorylas minor,Terrestrial,Phytophagous,Parasitoid,Family,2,"Biology and Prevalence in Northern Italy of Verrallia aucta (Diptera, Pipunculidae), a Parasitoid of Philaenus spumarius (Hemiptera, Aphrophoridae), the Main Vector of Xylella fastidiosa in Europe",10.3390/insects11090607,Checklist of the family Pipunculidae (Diptera) of Finland,10.3897/zookeys.441.7278,,,,,,,,,,,,,,,,,,,,
Pipunculidae,,Eudorylas,Eudorylas subopacus,Terrestrial,Phytophagous,Parasitoid,Family,2,"Biology and Prevalence in Northern Italy of Verrallia aucta (Diptera, Pipunculidae), a Parasitoid of Philaenus spumarius (Hemiptera, Aphrophoridae), the Main Vector of Xylella fastidiosa in Europe",10.3390/insects11090607,Checklist of the family Pipunculidae (Diptera) of Finland,10.3897/zookeys.441.7278,,,,,,,,,,,,,,,,,,,,
Pipunculidae,,Pipunculus,,Terrestrial,Phytophagous,Parasitoid,Genus,1,A taxonomic revision of the pipunculid fly genus Chulurus Walker. with particular reference to the European fauna,10.1111/j.1096-3642.1992.tb01232.x,,,,,,,,,,,,,,,,,,,,,,
Pipunculidae,,Pipunculus,Pipunculus hertzogi,Terrestrial,Phytophagous,Parasitoid,Genus,1,A taxonomic revision of the pipunculid fly genus Chulurus Walker. with particular reference to the European fauna,10.1111/j.1096-3642.1992.tb01232.x,,,,,,,,,,,,,,,,,,,,,,
Pipunculidae,,Pipunculus,Pipunculus luteicornis,Terrestrial,Phytophagous,Parasitoid,Genus,1,A taxonomic revision of the pipunculid fly genus Chulurus Walker. with particular reference to the European fauna,10.1111/j.1096-3642.1992.tb01232.x,,,,,,,,,,,,,,,,,,,,,,
Pipunculidae,,Tomosvaryella,,Terrestrial,Phytophagous,Parasitoid,Genus,1,A taxonomic revision of the pipunculid fly genus Chulurus Walker. with particular reference to the European fauna,10.1111/j.1096-3642.1992.tb01232.x,,,,,,,,,,,,,,,,,,,,,,
Platystomatidae,,Rivellia,,Terrestrial,Phytophagous,Phytophagous,Genus,1,"Biology of Rive Ilia melliginis (Diptera: Platystomatidae), a Consumer of the Nitrogen-Fixing Root Nodules of Black Locust (Leguminosae)",10.1093/aesa/83.5.967,,,,,,,,,,,,,,,,,,,,,,
Platystomatidae,,Rivellia,Rivellia pallida,Terrestrial,Phytophagous,Phytophagous,Genus,1,"Biology of Rive Ilia melliginis (Diptera: Platystomatidae), a Consumer of the Nitrogen-Fixing Root Nodules of Black Locust (Leguminosae)",10.1093/aesa/83.5.967,,,,,,,,,,,,,,,,,,,,,,
Platystomatidae,,Rivellia,Rivellia steyskali,Terrestrial,Phytophagous,Phytophagous,Genus,1,"Biology of Rive Ilia melliginis (Diptera: Platystomatidae), a Consumer of the Nitrogen-Fixing Root Nodules of Black Locust (Leguminosae)",10.1093/aesa/83.5.967,,,,,,,,,,,,,,,,,,,,,,
Polleniidae,,Pollenia,,Terrestrial,Nectivore,Parasitoid,Genus,2,Molecular identification of the potentially forensically relevant cluster flies Pollenia rudis (Fabricius) and Pollenia vagabunda (Meigen) (Diptera: Polleniidae) — non-recorded species in Algeria,10.1080/20961790.2020.1857937,"The history and current state of cluster flies (Diptera: Polleniidae: Pollenia) in North America, with new Canadian provincial records",10.4039/tce.2022.11,,,,,,,,,,,,,,,,,,,,
Polleniidae,,Pollenia,Pollenia griseotomentosa,Terrestrial,Nectivore,Parasitoid,Genus,2,Molecular identification of the potentially forensically relevant cluster flies Pollenia rudis (Fabricius) and Pollenia vagabunda (Meigen) (Diptera: Polleniidae) — non-recorded species in Algeria,10.1080/20961790.2020.1857937,"The history and current state of cluster flies (Diptera: Polleniidae: Pollenia) in North America, with new Canadian provincial records",10.4039/tce.2022.11,,,,,,,,,,,,,,,,,,,,
Polleniidae,,Pollenia,Pollenia labialis,Terrestrial,Nectivore,Parasitoid,Genus,2,Molecular identification of the potentially forensically relevant cluster flies Pollenia rudis (Fabricius) and Pollenia vagabunda (Meigen) (Diptera: Polleniidae) — non-recorded species in Algeria,10.1080/20961790.2020.1857937,"The history and current state of cluster flies (Diptera: Polleniidae: Pollenia) in North America, with new Canadian provincial records",10.4039/tce.2022.11,,,,,,,,,,,,,,,,,,,,
Polleniidae,,Pollenia,Pollenia pediculata,Terrestrial,Nectivore,Parasitoid,Genus,2,Molecular identification of the potentially forensically relevant cluster flies Pollenia rudis (Fabricius) and Pollenia vagabunda (Meigen) (Diptera: Polleniidae) — non-recorded species in Algeria,10.1080/20961790.2020.1857937,"The history and current state of cluster flies (Diptera: Polleniidae: Pollenia) in North America, with new Canadian provincial records",10.4039/tce.2022.11,,,,,,,,,,,,,,,,,,,,
Polleniidae,,Pollenia,Pollenia rudis,Terrestrial,Nectivore,Parasitoid,Species,1,Molecular identification of the potentially forensically relevant cluster flies Pollenia rudis (Fabricius) and Pollenia vagabunda (Meigen) (Diptera: Polleniidae) — non-recorded species in Algeria,10.1080/20961790.2020.1857937,,,,,,,,,,,,,,,,,,,,,,
Polleniidae,,Pollenia,Pollenia vagabunda,Terrestrial,Nectivore,Parasitoid,Species,1,Molecular identification of the potentially forensically relevant cluster flies Pollenia rudis (Fabricius) and Pollenia vagabunda (Meigen) (Diptera: Polleniidae) — non-recorded species in Algeria,10.1080/20961790.2020.1857937,,,,,,,,,,,,,,,,,,,,,,
Psilidae,,Psila,,Terrestrial,Phytophagous,Phytophagous,Genus,2,"Host-plant susceptibility to the carrot fly, Psila rosac. 3. The role of oviposition preferences and larval performance",10.1111/j.1744-7348.1999.tb05231.x,"An improved mass rearing method of the carrot rust fly, Psila rosae (Diptera: Psilidae)",10.4039/Ent1031033-7,,,,,,,,,,,,,,,,,,,,
Psilidae,,Psila,Psila lateralis,Terrestrial,Phytophagous,Phytophagous,Genus,2,"Host-plant susceptibility to the carrot fly, Psila rosac. 3. The role of oviposition preferences and larval performance",10.1111/j.1744-7348.1999.tb05231.x,"An improved mass rearing method of the carrot rust fly, Psila rosae (Diptera: Psilidae)",10.4039/Ent1031033-7,,,,,,,,,,,,,,,,,,,,
Psychodidae,,Psychoda,,SemiAquatic,Saprophagous,Saprophagous,Genus,2,Preliminary Population Assessment of Psychoda alternata (Diptera: Psychodidae) in Soil Irrigated with Wastewater for Turf Cultivation,10.2307/3495415,"Colonization of rabbit carcasses by drain fly larvae, Psychoda sp. (Diptera: Psychodidae): The first report. ",10.1007/s11686-020-00313-z,,,,,,,,,,,,,,,,,,,,
Psychodidae,,Psychoda,Psychoda alternata,SemiAquatic,Saprophagous,Saprophagous,Genus,2,Preliminary Population Assessment of Psychoda alternata (Diptera: Psychodidae) in Soil Irrigated with Wastewater for Turf Cultivation,10.2307/3495415,"Colonization of rabbit carcasses by drain fly larvae, Psychoda sp. (Diptera: Psychodidae): The first report. ",10.1007/s11686-020-00313-z,,,,,,,,,,,,,,,,,,,,
Psychodidae,,Psychoda,Psychoda phalaenoides,SemiAquatic,Saprophagous,Saprophagous,Genus,2,Preliminary Population Assessment of Psychoda alternata (Diptera: Psychodidae) in Soil Irrigated with Wastewater for Turf Cultivation,10.2307/3495415,"Colonization of rabbit carcasses by drain fly larvae, Psychoda sp. (Diptera: Psychodidae): The first report. ",10.1007/s11686-020-00313-z,,,,,,,,,,,,,,,,,,,,
Psychodidae,,Psychoda,Psychoda trinodulosa,SemiAquatic,Saprophagous,Saprophagous,Genus,2,Preliminary Population Assessment of Psychoda alternata (Diptera: Psychodidae) in Soil Irrigated with Wastewater for Turf Cultivation,10.2307/3495415,"Colonization of rabbit carcasses by drain fly larvae, Psychoda sp. (Diptera: Psychodidae): The first report. ",10.1007/s11686-020-00313-z,,,,,,,,,,,,,,,,,,,,
Ptychopteridae,,Ptychoptera,,Aquatic,N/A,Saprophagous,Genus,1,"Feeding ecology of the freshwater detritivore Ptychoptera paludosa (Diptera, Nematocera)",10.1046/j.1365-2427.1997.00250.x,,,,,,,,,,,,,,,,,,,,,,
Ptychopteridae,,Ptychoptera,Ptychoptera quadrifasciata,Aquatic,N/A,Saprophagous,Genus,1,"Feeding ecology of the freshwater detritivore Ptychoptera paludosa (Diptera, Nematocera)",10.1046/j.1365-2427.1997.00250.x,,,,,,,,,,,,,,,,,,,,,,
Rhagionidae,,,,Terrestrial,Predaceous,Predaceous,Family,1,Bryophyte-Feeders in a Basal Brachyceran Lineage (Diptera: Rhagionidae: Spaniinae): Adult Oviposition Behavior and Changes in the Larval Mouthpart Morphology Accompanied with the Diet Shifts,10.1371/journal.pone.0165808,,,,,,,,,,,,,,,,,,,,,,
Rhagionidae,,Rhagio,,Terrestrial,Predaceous,Predaceous,Genus,1,Structure of the mouthparts of the larvae of the flies Rhagio and Sargus in relation to feeding habits,10.1111/j.1469-7998.1969.tb08453.x,,,,,,,,,,,,,,,,,,,,,,
Rhagionidae,,Rhagio,Rhagio gracilis,Terrestrial,Predaceous,Predaceous,Genus,1,Structure of the mouthparts of the larvae of the flies Rhagio and Sargus in relation to feeding habits,10.1111/j.1469-7998.1969.tb08453.x,,,,,,,,,,,,,,,,,,,,,,
Rhagionidae,,Rhagio,Rhagio mystaceus,Terrestrial,Predaceous,Predaceous,Genus,1,Structure of the mouthparts of the larvae of the flies Rhagio and Sargus in relation to feeding habits,10.1111/j.1469-7998.1969.tb08453.x,,,,,,,,,,,,,,,,,,,,,,
Rhagionidae,,Symphoromyia,,Terrestrial,Saprophagous,Saprophagous,Genus,1,Bryophyte-Feeders in a Basal Brachyceran Lineage (Diptera: Rhagionidae: Spaniinae): Adult Oviposition Behavior and Changes in the Larval Mouthpart Morphology Accompanied with the Diet Shifts,10.1371/journal.pone.0165808,,,,,,,,,,,,,,,,,,,,,,
Rhagionidae,,Symphoromyia,Symphoromyia fulvipes,Terrestrial,Saprophagous,Saprophagous,Genus,1,Bryophyte-Feeders in a Basal Brachyceran Lineage (Diptera: Rhagionidae: Spaniinae): Adult Oviposition Behavior and Changes in the Larval Mouthpart Morphology Accompanied with the Diet Shifts,10.1371/journal.pone.0165808,,,,,,,,,,,,,,,,,,,,,,
Sarcophagidae,,,,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,,,,,,,,,,,,,,,,,,
Sarcophagidae,Paramacronychiinae,,,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,,,,,,,,,,,,,,,,,,
Sarcophagidae,Paramacronychiinae,Brachicoma,,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,,,,,,,,,,,,,,,,,,
Sarcophagidae,Paramacronychiinae,Brachicoma,Brachicoma devia,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,,,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,,,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Subfamily,4,Phylogenetic relationships of flesh flies in the subfamily Sarcophaginae based on three mtDNA fragments (Diptera: Sarcophagidae),10.1111/j.1365-3113.2012.00646.x,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Synanthropy of Sarcophaginae (Diptera: Sarcophagidae) From Southern Brazil and Its Sanitary Implications,10.1093/jme/tjaa243,"Inventory of Sarcophaginae (Diptera: Sarcophagidae) for the Humid Chaco, a poorly surveyed ecoregion of South America",10.1080/00222933.2020.1764646,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Blaesoxipha,,Terrestrial,Nectivore_and_Saprophagous,Parasitoid,Genus,4,The cost of autotomy caused by the parasitoid fly Blaesoxipha japonensis (Diptera: Sarcophagidae): an interspecific comparison between two sympatric grasshopper host species,10.1007/s11284-014-1202-x,The influence of host suitability on the range of grasshopper species utilized by Blaesoxipha atlanis (Diptera: Sarcophagidae) in the field,10.1079/BER2005388,Mortality effects of the parasitoid flesh fly Blaesoxipha japonensis (Diptera: Sarcophagidae) in relation to body size of the adult grasshopper Parapodisma tanbaensis (Orthoptera: Catantopidae),10.1007/s13355-013-0236-9,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Blaesoxipha,Blaesoxipha hunteri,Terrestrial,Nectivore_and_Saprophagous,Parasitoid,Genus,4,The cost of autotomy caused by the parasitoid fly Blaesoxipha japonensis (Diptera: Sarcophagidae): an interspecific comparison between two sympatric grasshopper host species,10.1007/s11284-014-1202-x,The influence of host suitability on the range of grasshopper species utilized by Blaesoxipha atlanis (Diptera: Sarcophagidae) in the field,10.1079/BER2005388,Mortality effects of the parasitoid flesh fly Blaesoxipha japonensis (Diptera: Sarcophagidae) in relation to body size of the adult grasshopper Parapodisma tanbaensis (Orthoptera: Catantopidae),10.1007/s13355-013-0236-9,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Boettcheria,,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Boettcheria,Boettcheria bisetosa,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Boettcheria,Boettcheria cimbicis,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Boettcheria,Boettcheria latisterna,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Boettcheria,Boettcheria litorosa,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Fletcherimyia,,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Fletcherimyia,Fletcherimyia fletcheri,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Helicobia,,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Helicobia,Helicobia rapax,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Ravinia,,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Ravinia,Ravinia planifrons,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Ravinia,Ravinia querula,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Ravinia,Ravinia stimulans,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Family,3,Anchored hybrid enrichment challenges the traditional classification of flesh flies (Diptera: Sarcophagidae),10.1111/syen.12395,Museomics and phylogenomics with protein-encoding ultraconserved elements illuminate the evolution of life history and phallic morphology of flesh flies (Diptera: Sarcophagidae),10.1186/s12862-021-01797-7,"Flesh flies (Diptera: Sarcophagidae: Sarcophaginae) from the Colombian Guajira biogeographic province, an approach to their ecology and distribution",10.3897/zoologia.34.e12277,Suitability of Selected North American Grasshopper Species as Hosts for the Eurasian Parasites Acridomyia sacharovi1 and Blaesoxipha lineata2 (Diptera),10.1093/aesa/63.3.901,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Sarcophaga,,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Genus,2,"Molecular phylogeny of the hyperdiverse genus Sarcophaga (Diptera: Sarcophagidae), and comparison between algorithms for identification of rogue taxa",10.1111/cla.12161,Chromosome-level de novo genome assembly of Sarcophaga peregrina provides insights into the evolutionary adaptation of flesh flies,10.1111/1755-0998.13246,,,,,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Sarcophaga,Sarcophaga aldrichi,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Genus,2,"Molecular phylogeny of the hyperdiverse genus Sarcophaga (Diptera: Sarcophagidae), and comparison between algorithms for identification of rogue taxa",10.1111/cla.12161,Chromosome-level de novo genome assembly of Sarcophaga peregrina provides insights into the evolutionary adaptation of flesh flies,10.1111/1755-0998.13246,,,,,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Sarcophaga,Sarcophaga caerulescens,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Genus,2,"Molecular phylogeny of the hyperdiverse genus Sarcophaga (Diptera: Sarcophagidae), and comparison between algorithms for identification of rogue taxa",10.1111/cla.12161,Chromosome-level de novo genome assembly of Sarcophaga peregrina provides insights into the evolutionary adaptation of flesh flies,10.1111/1755-0998.13246,,,,,,,,,,,,,,,,,,,,
